idx,s_id,city,enrollment,graderange,gsrating,lat,lon,parentrating,phone,school_name,school_type,website
6094,5af7499f18e4261b6296c0ce,Moreno Valley,685,K-5,2,33.955135,-117.23951,4,(951) 571-4610,Midland Elementary School,public,http://midlandthunderbirds.net
6095,5af7499f18e4261b6296c0cf,Moreno Valley,NA,1-12,NA,33.9302,-117.2015,4,(951) 485-7468,Monarch Christian Academy,private,
6096,5af7499f18e4261b6296c0d0,Moreno Valley,545,K-5,5,33.924606,-117.19445,5,(951) 571-4620,Moreno Elementary School,public,http://morenoelementary.org
6097,5af7499f18e4261b6296c0d1,Moreno Valley,NA,K-8,NA,33.918324,-117.216995,3,(951) 924-6282,Moreno Valley Christian School,private,
6098,5af7499f18e4261b6296c0d2,Moreno Valley,48,7-12,NA,33.918446,-117.22643,3,(951) 571-7895,Moreno Valley Community Learning Center,charter,http://baysidecommunityschool.org
6099,5af7499f18e4261b6296c0d3,Moreno Valley,2350,9-12,3,33.924553,-117.25561,3,(951) 571-4820,Moreno Valley High School,public,http://morenovalleyhs.org
6100,5af7499f18e4261b6296c0d4,Moreno Valley,121,K-12,NA,33.910034,-117.23464,3,(951) 571-4800,Moreno Valley Online Academy,public,www.mvusd.net
6101,5af7499f18e4261b6296c0d5,Moreno Valley,NA,1-12,NA,33.881317,-117.22468,3,(951) 924-4640,Morning Dove Christian,private,
6102,5af7499f18e4261b6296c0d6,Moreno Valley,1239,6-8,3,33.929825,-117.20014,3,(951) 571-4240,Mountain View Middle School,public,http://mountainviewms.org
6103,5af7499f18e4261b6296c0d7,Moreno Valley,791,K-5,6,33.95392,-117.22543,4,(951) 571-4630,North Ridge Elementary School,public,http://northridgees.net
6104,5af7499f18e4261b6296c0d8,Moreno Valley,NA,K-12,NA,33.930294,-117.24895,4,(951) 956-6634,Oak Tree Christian Academy,private,
6105,5af7499f18e4261b6296c0d9,Moreno Valley,NA,1-10,NA,33.930294,-117.24895,4,(951) 490-9311,Oak Tree Christian Academy,private,
6106,5af7499f18e4261b6296c0da,Moreno Valley,1261,6-8,4,33.947235,-117.2133,4,(951) 571-4260,Palm Middle School,public,http://palmms.org
6107,5af7499f18e4261b6296c0db,Moreno Valley,NA,K-12,NA,33.90783,-117.183685,4,(951) 640-4636,Paradise Christian Academy,private,
6108,5af7499f18e4261b6296c0dc,Moreno Valley,818,K-5,5,33.888798,-117.23489,4,(951) 490-0420,Rainbow Ridge Elementary School,public,
6109,5af7499f18e4261b6296c0dd,Moreno Valley,802,K-5,2,33.9209,-117.22915,4,(951) 571-4720,Ramona Elementary School,public,http://ramonaterriers.org
6110,5af7499f18e4261b6296c0de,Moreno Valley,3262,9-12,7,33.860497,-117.20858,4,(951) 490-4680,Rancho Verde High School,public,www.valverde.edu
6111,5af7499f18e4261b6296c0df,Moreno Valley,586,K-5,4,33.907284,-117.1578,5,(951) 571-4640,Ridge Crest Elementary School,public,http://ridgecrestelementary.net
6112,5af7499f18e4261b6296c0e0,Moreno Valley,168,9-12,NA,33.921383,-117.22584,5,(951) 826-6602,Riverside County Education Academy,charter,
6113,5af7499f18e4261b6296c0e1,Moreno Valley,471,K-5,3,33.9523,-117.29489,4,(951) 571-4650,Seneca Elementary School,public,http://senecastars.org
6114,5af7499f18e4261b6296c0e2,Moreno Valley,623,K-5,2,33.906414,-117.24182,4,(951) 571-4660,Serrano Elementary School,public,http://serranohawks.org
6115,5af7499f18e4261b6296c0e3,Moreno Valley,556,K-5,4,33.96557,-117.2371,4,(951) 571-4670,Sugar Hill Elementary School,public,http://sugarhillelementary.net
6116,5af7499f18e4261b6296c0e4,Moreno Valley,833,K-5,2,33.928196,-117.2429,2,(951) 571-4680,Sunnymead Elementary School,public,http://sunnymeadschool.org
6117,5af7499f18e4261b6296c0e5,Moreno Valley,1490,6-8,1,33.93181,-117.24426,3,(951) 571-4280,Sunnymead Middle School,public,http://sunnymeadms.org
6118,5af7499f18e4261b6296c0e6,Moreno Valley,31,PK-1,NA,33.92055,-117.22864,4,(951) 924-1425,Sunnymead Montessori School,private,http://facebook.com/sunnymeadmontessori
6119,5af7499f18e4261b6296c0e7,Moreno Valley,655,K-5,4,33.93164,-117.25877,4,(951) 571-4690,Sunnymeadows Elementary School,public,http://sunnymeadowelementary.org
6120,5af7499f18e4261b6296c0e8,Moreno Valley,849,K-5,4,33.92848,-117.27318,5,(951) 571-4700,Towngate Elementary School,public,http://towngateschool.org
6121,5af7499f18e4261b6296c0e9,Moreno Valley,114,K-12,3,33.885296,-117.223656,5,(951) 443-2450,Val Verde Academy,public,www.valverde.edu
6122,5af7499f18e4261b6296c0ea,Moreno Valley,28,6-10,NA,33.8392,-117.245,5,(951) 443-2450,Val Verde Student Success Academy,public,www.valverde.edu
6123,5af7499f18e4261b6296c0eb,Moreno Valley,37,K-8,NA,33.936604,-117.235664,5,(951) 242-3012,Valley Adventist Christian,private,
6124,5af7499f18e4261b6296c0ec,Moreno Valley,147,K-8,NA,33.916607,-117.195625,5,(951) 242-5683,Valley Christian Academy,private,http://www.valleychristianacademy.net
6125,5af7499f18e4261b6296c0ed,Moreno Valley,2686,9-12,5,33.929943,-117.19158,4,(951) 571-4850,Valley View High School,public,http://valleyviewhigh.org
6126,5af7499f18e4261b6296c0ee,Moreno Valley,827,K-5,8,33.890705,-117.21443,4,(951) 490-0390,Victoriano Elementary School,public,http://victoriano.valverde.edu/
6127,5af7499f18e4261b6296c0ef,Moreno Valley,2189,9-12,4,33.900967,-117.20876,3,(951) 571-4880,Vista Del Lago High School,public,http://vistadellagohs.org
6128,5af7499f18e4261b6296c0f0,Moreno Valley,1414,6-8,4,33.96811,-117.25932,4,(951) 571-4300,Vista Heights Middle School,public,http://vistaheightsms.org
6129,5af7499f18e4261b6296c0f1,Moreno Valley,932,6-8,4,33.882854,-117.20917,4,(951) 490-4690,Vista Verde Middle School,public,www.valverde.edu
6130,5af7499f18e4261b6296c0f2,Moreno Valley,NA,n/a,NA,33.985065,-117.23375,4,,Vista View Academy,private,
6131,5af749a018e4261b6296c0f3,Morgan Hill,NA,K-12,NA,37.12946,-121.61139,5,(408) 776-6691,Almaden Valley Christian,private,
6132,5af749a018e4261b6296c0f4,Morgan Hill,1451,9-12,8,37.159786,-121.66901,4,(408) 201-6200,Ann Sobrato High School,public,http://sobratohs.ca.campusgrid.net/home/home.html
6133,5af749a018e4261b6296c0f5,Morgan Hill,573,K-6,4,37.123535,-121.6317,4,(408) 201-6340,Barrett Elementary School,public,www.mhu.k12.ca.us
6134,5af749a018e4261b6296c0f6,Morgan Hill,143,10-12,NA,37.136307,-121.65829,4,(408) 201-6300,Central High (Continuation) School,public,
6135,5af749a018e4261b6296c0f7,Morgan Hill,601,K-8,10,37.200542,-121.72273,4,(408) 463-0618,Charter School Of Morgan Hill,charter,www.csmh.org
6136,5af749a018e4261b6296c0f8,Morgan Hill,NA,K-8,NA,37.13377,-121.66162,4,(408) 779-8850,Crossroads Christian School,private,http://ccsmh.org/
6137,5af749a018e4261b6296c0f9,Morgan Hill,475,K-6,4,37.12598,-121.66282,4,(408) 201-6380,El Toro Elementary School,public,http://www.mhu.k12.ca.us/~eltoro/index.html
6138,5af749a018e4261b6296c0fa,Morgan Hill,594,K-8,7,37.138172,-121.60573,4,(408) 201-6400,Jackson Academy Of Music And Math (Jamm),public,www.jackson.mhu.k12.ca.us
6139,5af749a018e4261b6296c0fb,Morgan Hill,624,7-8,5,37.131653,-121.65802,4,(408) 201-6160,Lewis H. Britton Middle School,public,
6140,5af749a018e4261b6296c0fc,Morgan Hill,1050,9-12,7,37.147602,-121.63533,3,(408) 201-6100,Live Oak High School,public,http://www.liveoak.mhu.k12.ca.us
6141,5af749a018e4261b6296c0fd,Morgan Hill,637,K-6,7,37.134483,-121.62612,4,(408) 201-6440,Nordstrom Elementary School,public,http://mhu.k12.ca.us
6142,5af749a018e4261b6296c0fe,Morgan Hill,NA,1-12,NA,37.09022,-121.750626,4,(408) 888-7045,O'Neill Foundation Academy,private,
6143,5af749a018e4261b6296c0ff,Morgan Hill,400,PK-12,NA,37.1048,-121.6311,4,(408) 782-7177,Oakwood School,private,www.oakwoodway.org
6144,5af749a018e4261b6296c100,Morgan Hill,500,PK-6,2,37.126682,-121.66107,3,(408) 201-6500,P. A. Walsh Elementary School,public,http://pawalsh.mhusd.org/
6145,5af749a018e4261b6296c101,Morgan Hill,661,K-6,6,37.104084,-121.64979,4,(408) 201-6460,Paradise Valley/Machado Elementary School,public,http://www.mhu.k12.ca.us/%7Eparadise/index.html
6146,5af749a018e4261b6296c102,Morgan Hill,NA,PK-12,NA,37.1341,-121.657104,4,(408) 782-7806,Shadow Mountain Baptist School,private,
6147,5af749a018e4261b6296c103,Morgan Hill,NA,4-12,NA,37.1306,-121.6661,5,(408) 782-0132,Shanan Academy,private,
6148,5af749a018e4261b6296c104,Morgan Hill,325,6-12,3,37.149452,-121.6526,4,(408) 659-8088,Silicon Valley Flex Academy,public,http://svflex.k12.com/
6149,5af749a018e4261b6296c105,Morgan Hill,NA,1-12,NA,37.13788,-121.61582,4,(408) 612-8634,Spring Academy,private,
6150,5af749a018e4261b6296c106,Morgan Hill,315,K-8,NA,37.125034,-121.66047,4,(408) 779-9950,St. Catherine Elementary School,private,http://stcatherinemh.org/
6151,5af749a018e4261b6296c107,Morgan Hill,87,K-5,NA,37.138073,-121.66771,5,(408) 776-8801,Stratford School,private,https://www.stratfordschools.com/find-your-campus/morgan-hill
6152,5af749a018e4261b6296c108,Morgan Hill,NA,K-12,NA,37.103928,-121.650406,5,(408) 315-0615,Treasure Island School,private,
6153,5af749a018e4261b6296c109,Morgan Hill,NA,PK-6,NA,37.12861,-121.640045,5,(408) 778-1977,Tutor Time,private,tutortimemorganhill.com
6154,5af749a018e4261b6296c10a,Morgan Hill,NA,K-8,NA,37.132523,-121.62696,5,(408) 361-1960,Voices College-Bound Language Academy At Morgan Hill,charter,www.voicescharterschool.com
6155,5af749a018e4261b6296c10b,Morro Bay,443,K-5,8,35.39598,-120.85864,4,(805) 771-1858,Del Mar Elementary School,public,
6156,5af749a018e4261b6296c10c,Morro Bay,867,9-12,7,35.380054,-120.85727,4,(805) 771-1845,Morro Bay High School,public,http://mbhs.slcusd.org/
6157,5af749a018e4261b6296c10d,Mount Shasta,358,K-12,NA,41.292374,-122.30713,4,(530) 926-5800,Golden Eagle Charter School,charter,www.gecs.org
6158,5af749a018e4261b6296c10e,Mount Shasta,NA,K-8,NA,41.318497,-122.31034,4,(530) 926-5734,Headwaters Community Day School,public,
6159,5af749a018e4261b6296c10f,Mount Shasta,NA,K-12,NA,41.304623,-122.311356,4,(530) 926-6263,I Am School,private,
6160,5af749a018e4261b6296c110,Mount Shasta,20,9-12,NA,41.319805,-122.30193,4,(530) 926-0425,Jefferson High (Continuation) School,public,
6161,5af749a018e4261b6296c111,Mount Shasta,NA,1-8,NA,41.2849,-122.3022,4,(530) 926-6535,Mount Shasta SDA School,private,
6162,5af749a018e4261b6296c112,Mount Shasta,209,K-3,2,41.313477,-122.31778,4,(530) 926-3434,Mt. Shasta Elementary School,public,www.mountshastaelementary.com
6163,5af749a018e4261b6296c113,Mount Shasta,321,9-12,7,41.348145,-122.31402,4,(530) 926-2614,Mt. Shasta High School,public,http://sisnet.ssku.k12.ca.us/nmhsftp/
6164,5af749a018e4261b6296c114,Mount Shasta,308,2-8,6,41.319168,-122.307915,3,(530) 926-3846,Sisson,public,www.sissonschool.org
6165,5af749a018e4261b6296c115,Mount Shasta,1,9-12,NA,41.319805,-122.30193,3,(530) 926-0425,South County Community Day School,public,
6166,5af749a118e4261b6296c116,Mountain View,113,9-12,NA,37.3613,-122.0652,5,(650) 691-2433,Alta Vista High School,public,http://www.av.mvla.net
6167,5af749a118e4261b6296c117,Mountain View,562,K-5,8,37.378223,-122.08175,4,(650) 526-3480,Benjamin Bubb Elementary School,public,http://www.bubb.mvsd.k12.ca.us
6168,5af749a118e4261b6296c118,Mountain View,630,6-8,7,37.411156,-122.08589,4,(650) 903-6945,Crittenden Middle School,public,crittenden.mvwsd.org
6169,5af749a118e4261b6296c119,Mountain View,538,K-5,6,37.387894,-122.07109,4,(650) 526-3520,Edith Landels Elementary School,public,http://www.landels.mvwsd.k12.ca.us/home/home.asp
6170,5af749a118e4261b6296c11a,Mountain View,583,K-5,9,37.37444,-122.07496,4,(650) 526-3490,Frank L. Huff Elementary School,public,https://huff.mvwsd.org/
6171,5af749a118e4261b6296c11b,Mountain View,350,K-5,NA,37.394897,-122.09415,4,(650) 526-3575,Gabriela Mistral Elementary,public,https://mistral.mvwsd.org/
6172,5af749a118e4261b6296c11c,Mountain View,483,K-12,NA,37.39983,-122.06782,4,(650) 254-0748,German International School of Silicon Valley,private,http://www.gissv.org
6173,5af749a118e4261b6296c11d,Mountain View,205,6-8,NA,37.39,-122.08,4,(650) 968-8338,Girls' Middle School,private,
6174,5af749a118e4261b6296c11e,Mountain View,13,K-8,NA,37.411633,-122.08547,4,(650) 567-9757,Independent Study Program School,public,www.mvwsd.org
6175,5af749a118e4261b6296c11f,Mountain View,781,6-8,7,37.38179,-122.08603,4,(650) 965-9292,Isaac Newton Graham Middle School,public,http://www.mvsd.k12.ca.us/graham/
6176,5af749a118e4261b6296c120,Mountain View,95,K-12,NA,37.39673,-122.08392,4,(650) 489-0071,Khan Lab School,private,http://khanlabschool.org
6177,5af749a118e4261b6296c121,Mountain View,726,K-5,6,37.39564,-122.09477,4,(650) 526-3590,Mariano Castro Elementary School,public,http://www.castro.mvwsd.org/
6178,5af749a118e4261b6296c122,Mountain View,472,K-5,6,37.408836,-122.09914,4,(650) 903-6915,Monta Loma Elementary School,public,http://montaloma.mvwsd.org/
6179,5af749a118e4261b6296c123,Mountain View,158,9-12,NA,37.393814,-122.08472,5,(650) 967-2324,Mountain View Academy,private,http://www.mtnviewacademy.org/
6180,5af749a118e4261b6296c124,Mountain View,1836,9-12,9,37.358192,-122.06866,5,(650) 940-4600,Mountain View High School,public,http://mvhs.ca.campusgrid.net/home/
6181,5af749a118e4261b6296c125,Mountain View,NA,K-8,NA,37.403343,-122.08432,5,(650) 526-3500,Mvwsd Home & Hospital,public,www.mvwsd.org
6182,5af749a118e4261b6296c126,Mountain View,NA,8-12,NA,37.417103,-122.09819,4,(650) 493-7071,Palo Alto Preparatory School,private,http://paloaltoprep.com/
6183,5af749a118e4261b6296c127,Mountain View,NA,1-8,NA,37.394753,-122.10112,4,(650) 429-8527,Quantum Camp,private,
6184,5af749a118e4261b6296c128,Mountain View,NA,K-5,NA,37.37999,-122.09372,4,(650) 938-8543,Sanyu Learning Center,private,
6185,5af749a118e4261b6296c129,Mountain View,538,K-6,9,37.37133,-122.094536,5,(650) 943-4200,Springer Elementary School,public,www.springerschool.net
6186,5af749a118e4261b6296c12a,Mountain View,1755,9-12,NA,37.369,-122.08463,5,(650) 968-1213,St. Francis High School,private,http://www.sfhs.com/
6187,5af749a118e4261b6296c12b,Mountain View,200,PK-8,NA,37.384613,-122.08768,4,(650) 967-1839,St. Joseph Catholic,private,http://www.sjmv.org/
6188,5af749a118e4261b6296c12c,Mountain View,29,K-8,NA,37.3856,-122.0611,5,(650) 961-2071,St. Stephen Lutheran School,private,http://www.ssls.org
6189,5af749a118e4261b6296c12d,Mountain View,368,K-5,9,37.40471,-122.08274,5,(650) 903-6950,Stevenson Elementary School,public,
6190,5af749a118e4261b6296c12e,Mountain View,416,K-5,5,37.40591,-122.08496,4,(650) 903-6925,Theuerkauf Elementary School,public,http://theuerkauf.mvwsd.org/
6191,5af749a118e4261b6296c12f,Mountain View,NA,6-12,NA,37.405205,-122.0967,4,(650) 417-7600,Waldorf School Of The Peninsula,private,
6192,5af749a118e4261b6296c130,Mountain View,233,PK-5,NA,37.400013,-122.067764,4,(650) 903-0986,Yew Chung International School (Sv),private,
6193,5af749a118e4261b6296c131,Mountain View,232,PK-6,NA,37.39983,-122.06782,4,(650) 903-0986,Yew Chung International School - Silicon Valley,private,http://www.ycis-sv.com
6194,5af749a118e4261b6296c132,Murrieta,829,K-5,9,33.564396,-117.11116,4,(951) 294-6760,Alamos Elementary School,public,http://aes.tvusd.k12.ca.us/
6195,5af749a118e4261b6296c133,Murrieta,800,K-5,8,33.56786,-117.16827,4,(951) 696-1403,Alta Murrieta Elementary School,public,www.AltaMurrieta.org
6196,5af749a118e4261b6296c134,Murrieta,812,K-5,8,33.59101,-117.18665,4,(951) 445-4110,Antelope Hills Elementary School,public,www.murrieta.k12.ca.us/antelope
6197,5af749a118e4261b6296c135,Murrieta,735,K-5,5,33.58448,-117.18859,3,(951) 696-1402,Avaxat Elementary School,public,www.murrieta.k12.ca.us/avaxat
6198,5af749a118e4261b6296c136,Murrieta,1148,6-8,8,33.56203,-117.10712,4,(951) 294-6600,Bella Vista Middle School,public,https://bvms-tvusd-ca.schoolloop.com/
6199,5af749a118e4261b6296c137,Murrieta,NA,1-12,NA,33.568096,-117.205696,4,(951) 698-4658,Cal Oaks Christian Academy,private,
6200,5af749a118e4261b6296c138,Murrieta,510,K-12,NA,33.56985,-117.21118,4,(951) 834-9190,Calvary Murrieta Christian Schools,private,
6201,5af749a118e4261b6296c139,Murrieta,NA,1-12,NA,33.552605,-117.15391,4,(951) 837-3455,City Day School,private,
6202,5af749a118e4261b6296c13a,Murrieta,998,K-5,8,33.549416,-117.15668,4,(951) 696-1428,Daniel N. Buchanan Elementary School,public,www.murrieta.k12.ca.us/buchanan
6203,5af749a118e4261b6296c13b,Murrieta,1308,6-8,8,33.60904,-117.1287,4,(951) 304-1885,Dorothy McElhinney Middle School,public,www.murrieta.k12.ca.us
6204,5af749a118e4261b6296c13c,Murrieta,513,K-5,7,33.579372,-117.21475,4,(951) 696-1405,E. Hale Curran Elementary School,public,www.murrieta.k12.ca.us/curran
6205,5af749a118e4261b6296c13d,Murrieta,NA,7-12,NA,33.598606,-117.19229,4,(949) 842-9647,Heritage Christian Academy,private,
6206,5af749a118e4261b6296c13e,Murrieta,NA,"PK-4, 6",NA,33.56582,-117.22,4,(951) 677-8468,Las Brisas Christian Academy,private,
6207,5af749a118e4261b6296c13f,Murrieta,981,K-7,7,33.60904,-117.1287,4,(951) 304-1880,Lisa J. Mails Elementary School,public,www.murrieta.k12.ca.us/mails
6208,5af749a118e4261b6296c140,Murrieta,940,K-5,6,33.5763,-117.14692,4,(951) 894-5085,Monte Vista Elementary School,public,www.murrieta.k12.ca.us/monte
6209,5af749a118e4261b6296c141,Murrieta,NA,1-12,NA,33.5587,-117.127,4,(951) 551-1658,Morningstar Christian Academy,private,http://www.morningstarchristianacademy.com/hog/about.php
6210,5af749a118e4261b6296c142,Murrieta,954,K-5,7,33.55726,-117.212036,4,(951) 696-1401,Murrieta Elementary School,public,http://www.murrieta.k12.ca.us/murrieta
6211,5af749a118e4261b6296c143,Murrieta,2198,9-12,8,33.563385,-117.20103,4,(951) 677-0568,Murrieta Mesa High School,public,www.murrieta.k12.ca.us
6212,5af749a118e4261b6296c144,Murrieta,55,K-10,NA,33.58216,-117.2424,4,(951) 461-2243,Murrieta Springs Adventist Christian,private,http://www.msaca.info
6213,5af749a118e4261b6296c145,Murrieta,NA,1-12,NA,33.5599,-117.2148,4,(909) 677-1242,Murrieta Valley Christian Academy,private,
6214,5af749a118e4261b6296c146,Murrieta,NA,1-12,NA,33.525875,-117.17734,4,(951) 696-2755,Murrieta Valley Christian School,private,
6215,5af749a118e4261b6296c147,Murrieta,NA,1-12,NA,33.52672,-117.178,4,(951) 677-9276,Murrieta Valley Christian School,private,
6216,5af749a118e4261b6296c148,Murrieta,2440,9-12,8,33.56706,-117.22887,4,(951) 696-1408,Murrieta Valley High School,public,www.murrieta.k12.ca.us/mvhs
6217,5af749a118e4261b6296c149,Murrieta,NA,6-12,NA,33.5797,-117.22296,4,(951) 452-7773,New Life Academy,private,
6218,5af749a118e4261b6296c14a,Murrieta,126,K-12,NA,33.566776,-117.218056,3,(951) 677-5599,Oak Grove Center / Jack Weaver,private,
6219,5af749a118e4261b6296c14b,Murrieta,1014,K-5,7,33.629993,-117.15663,4,(951) 246-4210,Oak Meadows Elementary School,public,www.menifeeusd.org
6220,5af749a118e4261b6296c14c,Murrieta,599,K-6,8,33.5784,-117.17412,4,(951) 696-1404,Rail Ranch Elementary School,public,www.murrieta.k12.ca.us/rail
6221,5af749a118e4261b6296c14d,Murrieta,1443,6-8,7,33.573486,-117.19843,3,(951) 696-1406,Shivela Middle School,public,www.murrieta.k12.ca.us/shivela
6222,5af749a118e4261b6296c14e,Murrieta,NA,1-12,NA,33.56774,-117.20375,3,(951) 304-3304,Sierra Springs Christian,private,
6223,5af749a118e4261b6296c14f,Murrieta,NA,9-11,NA,33.555054,-117.19839,3,(951) 251-0327,St. Francis College Preparatory High School,private,http://www.mysaintfrancis.com/
6224,5af749a118e4261b6296c150,Murrieta,121,K-12,NA,33.55918,-117.23194,3,(951) 696-1661,Tenaja Canyon Academy,public,www.murrieta.k12.ca.us/tenaja
6225,5af749a118e4261b6296c151,Murrieta,62,5-12,NA,33.560444,-117.133705,3,(951) 200-3320,The University Of America,private,
6226,5af749a118e4261b6296c152,Murrieta,738,K-5,7,33.57878,-117.175,5,(951) 696-1411,Tovashal Elementary School,public,www.murrieta.k12.ca.us/tovashal
6227,5af749a118e4261b6296c153,Murrieta,NA,K,NA,33.547783,-117.15475,5,(951) 461-7900,Tutor Time Child Care/Learning Center,private,
6228,5af749a118e4261b6296c154,Murrieta,NA,5-12,NA,33.573338,-117.20824,5,(978) 855-1274,Veritas Academy,private,
6229,5af749a118e4261b6296c155,Murrieta,3456,9-12,8,33.598225,-117.17336,5,(951) 894-5750,Vista Murrieta High School,public,www.murrieta.k12.ca.us/vmhs
6230,5af749a118e4261b6296c156,Murrieta,891,6-8,6,33.553078,-117.14943,4,(951) 696-3503,Warm Springs Middle School,public,www.murrieta.k12.ca.us/warmsprings
6231,5af749a118e4261b6296c157,Napa,7,6-12,NA,38.336246,-122.30946,4,(707) 224-5510,Aldea Non-Public,private,
6232,5af749a118e4261b6296c158,Napa,371,K-5,6,38.302483,-122.27263,5,(707) 253-3671,Alta Heights Elementary School,public,www.ahes.nvusd.org
6233,5af749a118e4261b6296c159,Napa,466,K-5,5,38.326687,-122.30666,4,(707) 253-3775,Bel Aire Park Elementary School,public,www.baes.nvusd.org
6234,5af749a118e4261b6296c15a,Napa,145,K-8,NA,38.29903,-122.290306,4,(707) 261-4500,Blue Oak School,private,https://www.blueoakschool.org/
6235,5af749a118e4261b6296c15b,Napa,559,K-5,6,38.305,-122.34052,5,(707) 253-3761,Browns Valley Elementary School,public,www.bves.nvusd.org
6236,5af749a118e4261b6296c15c,Napa,NA,PK-12,NA,38.294,-122.3058,5,(707) 252-2191,Calvary Christian Academy,private,http://members.napanet.net/~nvca/
6237,5af749a118e4261b6296c15d,Napa,251,K-5,4,38.337673,-122.31381,5,(707) 253-8773,El Centro Elementary School,public,www.eces.nvusd.org
6238,5af749a118e4261b6296c15e,Napa,NA,K-12,NA,38.3248,-122.3001,5,(707) 224-0477,Faith Learning Center,private,
6239,5af749a118e4261b6296c15f,Napa,115,K-8,NA,38.299816,-122.31045,5,(707) 253-7226,First Christian School Of Napa,private,http://www.firstchristianschool.org
6240,5af749a118e4261b6296c160,Napa,46,1-12,NA,38.32679,-122.316734,5,(707) 255-4033,Grace Academy of Napa Valley,private,
6241,5af749a118e4261b6296c161,Napa,159,1-12,NA,38.314426,-122.297005,5,(707) 224-6025,Harvest Christian Academy,private,http://www.harvestacademy.com/
6242,5af749a118e4261b6296c162,Napa,676,6-8,3,38.2861,-122.30377,4,(707) 259-8866,Harvest Middle School,public,http://hms-nvusd-ca.schoolloop.com/
6243,5af749a118e4261b6296c163,Napa,NA,K-9,NA,38.30702,-122.334114,4,(707) 226-9084,Heritage House Academy,private,
6244,5af749a118e4261b6296c164,Napa,NA,K-12,NA,38.32384,-122.32233,4,(707) 252-0332,Hopewell Baptist Christian Academy,private,
6245,5af749a118e4261b6296c165,Napa,NA,8-10,NA,38.313858,-122.30232,5,(707) 253-3791,Horizons School,public,
6246,5af749a118e4261b6296c166,Napa,660,9-12,NA,38.330917,-122.32118,4,(707) 255-0950,Justin-Siena High School,private,
6247,5af749a118e4261b6296c167,Napa,NA,K-12,NA,38.305176,-122.29782,4,(707) 255-6499,Kolbe Academy,private,http://www.kolbe.org/
6248,5af749a118e4261b6296c168,Napa,104,K-12,NA,38.323395,-122.301865,4,(707) 258-9030,Kolbe Academy & Trinity Prep,private,
6249,5af749a118e4261b6296c169,Napa,533,K-5,3,38.31566,-122.29231,4,(707) 253-3488,Mcpherson Elementary School,public,www.mces.nvusd.org
6250,5af749a118e4261b6296c16a,Napa,255,K-5,6,38.29582,-122.24636,4,(707) 253-3766,Mount George International School,public,www.mges.nvusd.org
6251,5af749a118e4261b6296c16b,Napa,NA,K-12,NA,38.290745,-122.29864,5,(707) 255-5233,Napa Christian Campus of Education School,private,
6252,5af749a118e4261b6296c16c,Napa,125,7-12,NA,38.279766,-122.25421,5,(707) 253-6817,Napa County Community School,public,http://www.napacoe.org/programs-students/court-community-schools/
6253,5af749a118e4261b6296c16d,Napa,NA,K-8,NA,38.279766,-122.25421,5,(707) 253-6817,Napa County Opportunity School,public,
6254,5af749a118e4261b6296c16e,Napa,NA,10-12,NA,38.279766,-122.25421,5,(707) 253-6831,Napa County Rop School,public,
6255,5af749a118e4261b6296c16f,Napa,1916,9-12,7,38.309082,-122.29596,4,(707) 253-3711,Napa High School,public,www.nhs.nvusd.org
6256,5af749a118e4261b6296c170,Napa,167,K-12,NA,38.31317,-122.3005,5,(707) 259-8577,Napa Valley Independent Studies,public,www.nva-nvusd-ca.schoolloop.com
6257,5af749a118e4261b6296c171,Napa,705,K-6,5,38.297314,-122.30486,4,(707) 253-3678,Napa Valley Language Academy,charter,www.nvlacharter.org
6258,5af749a118e4261b6296c172,Napa,88,PK-2,NA,38.301853,-122.316986,4,(707) 226-5437,Nature's Way Montessori,private,www.natureswaynapavalley.com
6259,5af749a118e4261b6296c173,Napa,NA,PK-6,NA,38.323868,-122.31963,4,(707) 255-5066,New Horizons I,private,
6260,5af749a118e4261b6296c174,Napa,5,11,NA,38.298893,-122.308174,4,(707) 255-1062,New Life Academy,private,http://newlifenapa.com/
6261,5af749a118e4261b6296c175,Napa,NA,K-12,NA,38.299927,-122.30337,4,(707) 363-0718,New Life Academy,private,
6262,5af749a118e4261b6296c176,Napa,400,9-12,5,38.305065,-122.28915,3,(707) 259-8557,New Technology High School,public,http://www.newtechhigh.org
6263,5af749a118e4261b6296c177,Napa,355,K-5,7,38.325375,-122.32012,4,(707) 253-3471,Northwood Elementary School,public,www.nes.nvusd.org
6264,5af749a118e4261b6296c178,Napa,545,K-6,3,38.28449,-122.26296,4,(707) 253-3481,Phillips Elementary School,public,www.phillips.nvusd.org
6265,5af749a118e4261b6296c179,Napa,348,PK-5,4,38.316555,-122.31627,4,(707) 253-3491,Pueblo Vista Magnet Elementary School,public,http://pves-nvusd-ca.schoolloop.com/
6266,5af749a118e4261b6296c17a,Napa,1080,6-8,4,38.322998,-122.31623,4,(707) 253-3415,Redwood Middle School,public,www.rms.nvusd.org
6267,5af749a118e4261b6296c17b,Napa,359,6-8,7,38.286545,-122.30319,4,(707) 253-6813,River Charter School,charter,http://www.riverschool.org
6268,5af749a118e4261b6296c17c,Napa,260,K-5,4,38.340233,-122.32265,4,(707) 253-3476,Salvador Elementary School,public,www.saes.nvusd.org
6269,5af749a118e4261b6296c17d,Napa,543,K-5,3,38.290398,-122.29043,4,(707) 253-3508,Shearer Charter School,public,www.ses.nvusd.org
